Código Plan;Plan;Cohorte;Sede;RUN;DV;Nombres;Apellido Paterno;Apellido Materno;Número de alumno;Periodo Asignatura;Código Asignatura;Asignatura;Convocatoria;Calificación;Nota
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;8500908;6;CHRISTOFER;VILCHES;PONCE;415430;2018-02;WH14413; examen de Transformaciones;DIC;SO;6,5
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;18678165;4;DANISA;COFRE;LOPEZ;425449;2018-02;WH14413; examen de Transformaciones;DIC;SO;6,5
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;19606503;7;JAIMY;OSORIO;BASCUÑÁN;469450;2018-02;WH14413; examen de Transformaciones;DIC;SO;6,5
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;20944871;0;ALEJANDRA;GALLEGO;HIJAZIN;408438;2018-02;WH14413; examen de Transformaciones;DIC;SO;6,9
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;11279691;1;MAIBEET;FREZ;MEYNARD;462455;2018-02;WH14413; examen de Transformaciones;DIC;SO;6,5
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;14445212;4;FILOMENA;STORMESAN;ABDO;426466;2018-02;WH14413; examen de Transformaciones;DIC;SO;6,9
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;4430257;3;YASTIN;VIDAURRE;LATTUS;430454;2018-02;WH14413; examen de Transformaciones;DIC;SO;6,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;9601227;K;LAUTARO;PAPIC;ELIMENTTI;550464;2018-02;WH14413; examen de Transformaciones;DIC;SO;6,7
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;6787116;3;NAOMI;PALAVICINO;NOGUES;616442;2018-02;WH14413; examen de Transformaciones;DIC;SO;7
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;14829946;5;ISABEL;CABELLO;MARIN;633446;2018-02;WH14413; examen de Transformaciones;DIC;SO;6,8
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;11348209;6;GLAURA;AGUAYO;LOBEL;579427;2018-02;WH14413; examen de Transformaciones;DIC;MB;6,2
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;14099558;1;JEFERSON;TAMAYO;VELASQUEZ;511431;2018-02;WH14413; examen de Transformaciones;DIC;MB;6,4
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;11141397;3;AMANTINA;ZEBALLOS;HUIRCAPÁN;480429;2018-02;WH14413; examen de Transformaciones;DIC;SO;6,5
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;11713794;9;SINCLAIR;MORAGA;LLANCABURE;395426;2018-02;WH14413; examen de Transformaciones;DIC;SO;6,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;24967615;K;ABEL;MELERO;ECHEGOYEN;540428;2018-02;WH14413; examen de Transformaciones;DIC;SO;6,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;11686370;3;MANON;COLOMBO;BELLO;611465;2018-02;WH14413; examen de Transformaciones;DIC;SO;6,7
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;22426856;4;DANISA;TEJEDA;BACUTA;384445;2018-02;WH14413; examen de Transformaciones;DIC;SO;6,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;21265311;3;CHRIS;AL-LAYEK;LIENQUEO;581440;2018-02;WH14413; examen de Transformaciones;DIC;SO;6,8
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;12040660;6;ACA;VÁSQUEZ;FUENZALIDA;509453;2018-02;WH14413; examen de Transformaciones;DIC;SO;6,7
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;17865778;K;PIERINNA;HERRADA;FRANETOVIC;555473;2018-02;WH14413; examen de Transformaciones;DIC;MB;6,1
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;17112055;1;SANDRO;CRESPO;PRANAO;372468;2018-02;WH14413; examen de Transformaciones;DIC;MB;6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2014-01;Hogwarts;9640510;0;JOAQUÍN;BARROS;ANACONA;395441;2018-02;WH14413; examen de Transformaciones;DIC;MB;6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;5192025;7;GLAURA;VOLKER;BULL;398507;2019-02;WH14413; examen de Transformaciones;DIC;MB;6,2
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;14673165;6;GUIANFRANCC;SENA;SANTIS;486517;2019-02;WH14413; examen de Transformaciones;DIC;SO;6,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2013-01;Hogwarts;4551569;3;HADITH;ALBISTUR;SOLANICH;463923;2019-02;WH14413; examen de Transformaciones;DIC;SO;6,7
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;24607219;9;NISHMA;CORINALDESI;NOVOA;478526;2019-02;WH14413; examen de Transformaciones;DIC;MB;6,3
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;6189373;2;QUILLEN;CALVILLO;NOLL;607522;2019-02;WH14413; examen de Transformaciones;DIC;SO;6,8
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;7098390;2;SILAS;FOSTER;CALQUIN;543478;2019-02;WH14413; examen de Transformaciones;DIC;MB;6,2
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;25195750;7;NERIS;GORTARIS;SCHOIHET;493484;2019-02;WH14413; examen de Transformaciones;DIC;SO;6,5
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;17153772;1;HESNAYELY;KAUFFMANN;ACHURRA;397504;2019-02;WH14413; examen de Transformaciones;DIC;SO;7
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;20765705;3;BLAS;BUNOUT;LINARES;454485;2019-02;WH14413; examen de Transformaciones;DIC;SO;6,8
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;24562474;5;DELACRUZ;MAYA;FARIAS;646495;2019-02;WH14413; examen de Transformaciones;DIC;MB;6,4
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2012-01;Hogwarts;25677746;8;NATALIE;REINIKE;LANCANAO;367791;2019-02;WH14413; examen de Transformaciones;DIC;MB;6,3
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;15387655;9;DILLAN;CAYUMÁN;MENANTEAUX;452475;2019-02;WH14413; examen de Transformaciones;DIC;SO;6,7
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2010-01;Hogwarts;6376815;5;LEONARDO;ERLER;APPOLON;398037;2019-02;WH14413; examen de Transformaciones;DIC;SO;7
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;21471694;K;ANGELICA;VENEGAS;STOCKLE;506521;2019-02;WH14413; examen de Transformaciones;DIC;SO;6,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;15026732;5;BENEDICTO;ALCALDE;VIVAR;568519;2019-02;WH14413; examen de Transformaciones;DIC;SO;6,5
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;11280569;4;ARLEN;MATAMALA;CATHALIFAUD;490510;2019-02;WH14413; examen de Transformaciones;DIC;MB;6,2
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;22694442;4;ANTONIETA;BUENO;SERRA;638488;2018-02;WH14413; examen de Transformaciones;DIC;MB;6,4
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;5996497;6;NAYRA;PARAUD;CAVAGNOLA;635490;2019-02;WH14413; examen de Transformaciones;DIC;MB;6,2
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;19607237;2;KATIUSCA;BIRMAN;LAM;610502;2019-02;WH14413; examen de Transformaciones;DIC;SO;7
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;16064690;8;XABIER;ABRIGO;JULIEN;473531;2019-02;WH14413; examen de Transformaciones;DIC;MB;6,4
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;14329966;K;VALEN;AL-LAYEK;LAMUR;414476;2019-02;WH14413; examen de Transformaciones;DIC;SO;6,5
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;13180958;3;ARY;TOBAR;PELISSIER;505511;2019-02;WH14413; examen de Transformaciones;DIC;SO;6,5
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;7550147;8;MAIDA;MENESES;FONTALBA;393491;2019-02;WH14413; examen de Transformaciones;DIC;MB;6,4
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;24739689;7;VALKIRIA;CARRAMIÑANA;MANCILLA;649474;2019-02;WH14413; examen de Transformaciones;DIC;SO;6,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;9073201;6;NAZELLI;VARELA;LANDAURO;573516;2019-02;WH14413; examen de Transformaciones;DIC;SO;6,7
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;21896674;7;XIOMARA;ALCAINO;SELLANES;538486;2019-02;WH14413; examen de Transformaciones;DIC;MB;6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;13138990;7;YENNYFER;ASENJO;VIVES;516500;2019-02;WH14413; examen de Transformaciones;DIC;SO;6,7
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;12210585;3;ELWOOD;UGARTE;PAZ;515514;2019-02;WH14413; examen de Transformaciones;DIC;SO;6,8
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;12133086;K;ILYCH;VICENCIO;GIOIA;566483;2019-02;WH14413; examen de Transformaciones;DIC;SO;6,7
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;22500307;9;AGNETTA;GALLIO;EASTON;404493;2019-02;WH14413; examen de Transformaciones;DIC;SO;6,6
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;5936663;6;MAGALI;SAEZ;BARRIE;636505;2019-02;WH14413; examen de Transformaciones;DIC;SO;6,5
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;5680340;0;RUBY;CARLOS;ALISTE;557480;2018-02;WH14413; examen de Transformaciones;DIC;MB;6,4
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;11030006;7;SCARLET;ARRIZAGA;VERDUGO;536494;2019-02;WH14413; examen de Transformaciones;DIC;MB;6,3
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;14830592;4;ANTIL;OYANEDER;FUICA;469492;2019-02;WH14413; examen de Transformaciones;DIC;SO;6,5
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;19542225;3;YARID;AVELLINO;TAGLE;465501;2019-02;WH14413; examen de Transformaciones;DIC;MB;6,4
WH1;Hechicería PLAN 2005  (SEDE Hogwards);2015-01;Hogwarts;11103083;0;LEONOR;CEARDI;UGALDE;411497;2019-02;WH14413; examen de Transformaciones;DIC;SO;6,5
HP1;Magia PLAN 2003;1984-01;Hogwarts;20726294;9;VICTORIANO;ROVANO;TORRIJO;503872;1994-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);DIC;B;5
HW2;Magia NOCTURNA PLAN 2005;1985-01;Hogwarts;5568878;2;AUREL;CORNEJO;NORAMBUENA;371751;2011-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);OCT;B;5
HP1;Magia PLAN 2003;1986-01;Hogwarts;8589403;8;QUETZALI;ARROYUELO;HARRIS;559733;2017-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);JUL;;
HP1;Magia PLAN 2003;1986-01;Hogwarts;21544754;3;JODIE;CARIAGA;TIEDEMANN;532863;1998-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);MAR;SU;4
HP1;Magia PLAN 2003;1989-01;Hogwarts;10999072;6;GLAURA;FASSLER;LLAÑA;590842;1995-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);JUL;B;5
HP1;Magia PLAN 2003;1991-01;Hogwarts;20120751;8;EVAR;LILLO;SOLA;467838;2001-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);NOV;MB;6
HP2;Magia PLAN 2005;1992-01;Hogwarts;17578660;3;MARGARITA;COSTA;LIBRETTI;472407;2016-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);DIC;B;5
HP1;Magia PLAN 2003;1997-01;Hogwarts;23873551;5;FIORELLA;ALBURQUENQUE;TALARICO;628588;2016-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);JUL;SU;4
HP1;Magia PLAN 2003;1997-01;Hogwarts;20741988;K;MARILYN;FUENTE-ALBA;BENZ;509513;2016-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);;;
HP2;Magia PLAN 2005;1998-01;Hogwarts;22876387;6;KEVYN;HUENTEMILLA;IRACHETA;489403;2019-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);NOV;SU;4,9
HW2;Magia NOCTURNA PLAN 2005;1999-01;Hogwarts;25193435;5;PALMIRA;BOYD;TERAN;564123;2010-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);AGO;SU;4
HW2;Magia NOCTURNA PLAN 2005;2000-01;Hogwarts;11191309;5;NISHMA;GABRIELLI;AZAGRA;602391;2016-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);MAY;MB;6
HP1;Magia PLAN 2003;2001-01;Hogwarts;19776157;3;DELOURDES;MERLINO;OSORIO;558231;2017-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);JUL;SU;4
HP1;Magia PLAN 2003;2001-01;Hogwarts;21201604;2;CRISTÓBAL;THOMAS;OYARZUN;636175;2008-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);DIC;SU;4
HP1;Magia PLAN 2003;2001-01;Hogwarts;21084040;0;CLARA;URTUBIA;ORTIZ DE ZÁRATE;438122;2022-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);JUL;SO;6,5
HP1;Magia PLAN 2003;2001-01;Hogwarts;5688489;9;FABIO;ROSEMARY;RIVAL;422155;2017-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);JUL;B;5
HW1;Magia NOCTURNA PLAN 2003;2002-01;Hogwarts;25190615;K;HAROL;ATALA;TONOLLI;550108;2016-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);MAY;SU;4
HW2;Magia NOCTURNA PLAN 2005;2002-01;Hogwarts;8426770;0;MAX;SALINAS;LIBERONA;451117;2018-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);DIC;I;3
HW2;Magia NOCTURNA PLAN 2005;2002-01;Hogwarts;14410995;6;KAREN;CALABRÁN;FIELBAUM;512021;2016-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);DIC;B;5,5
HW2;Magia NOCTURNA PLAN 2005;2002-01;Hogwarts;7047306;6;ZENAI;DONCKASTER;ALVAREZ;492916;2019-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);DIC;B;5,9
GH1;Magia (Uagadou NOCTURNA) PLAN 2003;2003-01;Uagadou;17117477;3;EUGENIO;GOMA;VALLEJOS;463017;2009-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);DIC;MB;6
GH1;Magia (Uagadou NOCTURNA) PLAN 2003;2003-01;Uagadou;24280914;7;CAROLINE;HALIM;CANTILLANO;471016;2008-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);DIC;I;3
GH1;Magia (Uagadou NOCTURNA) PLAN 2003;2003-01;Uagadou;24280914;7;CAROLINE;HALIM;CANTILLANO;471016;2010-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);DIC;B;5
HP1;Magia PLAN 2003;2003-01;Hogwarts;22256990;1;DAYAN;CAZOR;PONTIGO;424736;2008-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);MAY;B;5
HP2;Magia PLAN 2005;2003-01;Hogwarts;22765830;K;SILAS;CAYUL;CAMAGGI;408806;2010-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);DIC;SU;4
HP2;Magia PLAN 2005;2003-01;Hogwarts;24593335;8;DELOUR;LINAY;GIMPEL;649813;2011-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);OCT;B;5
HP2;Magia PLAN 2005;2003-01;Hogwarts;22776169;1;DEISY;TRAUTMANN;NIVIN;377303;2022-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);JUL;SU;4,5
HP2;Magia PLAN 2005;2003-01;Hogwarts;22908975;4;DAISY;HUICHAQUEO;ALCÁNTAR;569836;2016-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);SEP;SU;4
HP2;Magia PLAN 2005;2003-01;Hogwarts;12118958;5;MARTHINA;HARBOE;LUENGO;521780;2013-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);JUL;MB;6
HP2;Magia PLAN 2005;2003-01;Hogwarts;16392038;6;HASSEN;CUTURRUFO;CAPRA;537687;2012-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);DIC;SU;4
HW2;Magia NOCTURNA PLAN 2005;2003-01;Hogwarts;8915857;3;VIANKA;JURICIC;HERNANDEZ;510097;2011-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);DIC;SU;4
HW2;Magia NOCTURNA PLAN 2005;2003-01;Hogwarts;9803526;1;STHEFANIE;MARRERO;PAIRICÁN;413901;2020-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);NOV;SU;4,9
HW2;Magia NOCTURNA PLAN 2005;2003-01;Hogwarts;22776169;1;DEISY;TRAUTMANN;NIVIN;377303;2022-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);JUL;SU;4,5
HW2;Magia NOCTURNA PLAN 2005;2003-01;Hogwarts;12167593;K;STEFANI;EGNEN;RUF;445713;2019-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);JUL;SU;4,5
HW2;Magia NOCTURNA PLAN 2005;2003-01;Hogwarts;10499216;K;FELIP;HARBOE;DEVIANI;382458;2012-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);DIC;SU;4
HW2;Magia NOCTURNA PLAN 2005;2003-01;Hogwarts;8134940;8;DARKANYALI;DEPAUX;GUTIÈRREZ;481098;2019-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);AGO;SU;4,2
PH1;Magia Castelobruxo PLAN 2005 (DIURNO);2004-01;Beauxbaton;4569751;1;TYARE;MANQUECURA;BAYER;650973;2018-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);DIC;SU;4,8
GH1;Magia (Uagadou NOCTURNA) PLAN 2003;2004-01;Uagadou;11854193;4;SOFÍA;CHEPE;CORINALDESI;425047;2010-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);;;
HP1;Magia PLAN 2003;2004-01;Hogwarts;10915328;0;WILLY;MANQUECURA;SAMPEDRO;404582;2016-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);;;
HP2;Magia PLAN 2005;2004-01;Hogwarts;11868455;K;SASHA;MAURER;JAMETT;615514;2016-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);SEP;SU;4
HP2;Magia PLAN 2005;2004-01;Hogwarts;15581860;6;ARMANDINA;BACUTA;PERRY;435537;2016-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);JUL;MB;6
HP2;Magia PLAN 2005;2004-01;Hogwarts;23409513;1;ELENA;TERAWAKI;ORTEGA;632649;2017-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);JUL;SO;7
HP2;Magia PLAN 2005;2004-01;Hogwarts;6656867;K;ALFON;TRIGO;ESPINOZA;572575;2015-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);OCT;B;5
HP2;Magia PLAN 2005;2004-01;Hogwarts;21114384;6;ABDIAS;GIRALDA;YUS;415606;2010-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);OCT;B;5
HP2;Magia PLAN 2005;2004-01;Hogwarts;17421477;4;DEBORHA;ORSI;BRAGADO;444568;2014-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);DIC;SU;4
HP2;Magia PLAN 2005;2004-01;Hogwarts;9136025;8;ESTIBALIA;ENCALADA;BRICEÑO;394494;2014-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);SEP;SU;4,7
HP2;Magia PLAN 2005;2004-01;Hogwarts;19654024;9;GERALD;PAGANI;GLADE;639631;2019-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);ABR;SU;4
HW2;Magia NOCTURNA PLAN 2005;2004-01;Hogwarts;19885357;1;ALFREDO;ITURRIAGA;ELIZALDE;480475;2019-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);NOV;SU;4,7
HW2;Magia NOCTURNA PLAN 2005;2004-01;Hogwarts;23551020;6;KIRI;ADARO;LANFRANCO;461426;2022-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);DIC;SU;4,5
HW2;Magia NOCTURNA PLAN 2005;2004-01;Hogwarts;24723631;6;GYSOU;COÑUEN;BUZETA;488604;2019-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);JUL;SU;4
HW2;Magia NOCTURNA PLAN 2005;2004-01;Hogwarts;15679479;3;ENZO;MARFULL;ERAZO;428523;2019-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);DIC;B;5,4
HW2;Magia NOCTURNA PLAN 2005;2004-01;Hogwarts;12059159;8;JULIA;JUICA;NATIVIA;653617;2023-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);NOV;B;5,3
HW2;Magia NOCTURNA PLAN 2005;2004-01;Hogwarts;12645799;K;LUNA;GAONA;RICCI;580570;2015-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);MAY;B;5,3
HW2;Magia NOCTURNA PLAN 2005;2004-01;Hogwarts;15358225;K;HERMAN;COÑOEPAN;BLANCA;521498;2015-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);SEP;SU;4,7
HW2;Magia NOCTURNA PLAN 2005;2004-01;Hogwarts;11936815;9;DEYSSA;LALLEMAND;CHACANO;377562;2019-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);DIC;SU;4,5
HW2;Magia NOCTURNA PLAN 2005;2004-01;Hogwarts;9367871;3;ALOUETTE;ATALA;SALDAÑO;653540;2017-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);MAR;;
HW2;Magia NOCTURNA PLAN 2005;2004-01;Hogwarts;9367871;3;ALOUETTE;ATALA;SALDAÑO;653540;2017-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);DIC;SU;4,7
HW2;Magia NOCTURNA PLAN 2005;2004-01;Hogwarts;24461493;6;DAFNE;PLACENCIA;PAINEFIL;405539;2018-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);DIC;SU;4,4
HW2;Magia NOCTURNA PLAN 2005;2004-01;Hogwarts;20387695;3;RONALDA;CID;CORTÉS- MONROY;479533;2019-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);DIC;MB;6,1
HW2;Magia NOCTURNA PLAN 2005;2004-01;Hogwarts;24953065;6;RONNIE;PAEZ;CALDERÓN;422473;2018-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);JUN;B;5,3
HW2;Magia NOCTURNA PLAN 2005;2004-01;Hogwarts;5531784;6;ERICKA;CAYUMÁN;PARGA;550575;2019-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);MAR;SU;4,1
HW2;Magia NOCTURNA PLAN 2005;2004-01;Hogwarts;4652122;6;EMMANUEL;MONTUPIL;SUNKO;632508;2020-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);JUL;B;5,2
HW2;Magia NOCTURNA PLAN 2005;2004-01;Hogwarts;15717275;K;MARTTINA;RADIC;CATRIL;605557;2015-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);DIC;B;5
GH3;Magia Uagadou PLAN 2005 (NOCTURNA);2005-01;Beauxbaton;20953273;9;VERONIC;CORONADO;MONTAÑO;630017;2009-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);AGO;B;5
GH3;Magia Uagadou PLAN 2005 (NOCTURNA);2005-01;Beauxbaton;15570422;6;KARYN;QUITRAL;VARAS;641006;2013-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);JUL;SU;4
GH3;Magia Uagadou PLAN 2005 (NOCTURNA);2005-01;Beauxbaton;25575728;3;JOSÉ;PERUILH;LEVICH;408019;2018-02;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);DIC;SU;4,9
GH3;Magia Uagadou PLAN 2005 (NOCTURNA);2005-01;Beauxbaton;19494541;1;MATEUS;GRIGOROVIC;CURIHUAL;601011;2013-01;GH11635; ÉXTASIS (Exámenes Terribles de Alta Sabiduría e Invocaciones Secretas);JUL;SO;6,5
