Código Plan;Carrera;Cohorte;Número de alumno;Bloqueo;Causal Bloqueo;RUN;DV;Nombres;;Primer Apellido;Segundo Apellido;Logro;Fecha Logro;Última Carga
HP1;Magia;1985-01;634849;S;BLOQUEO POR NO INSCRIPCION;12348889;2;AMANDA;ALBER;VALLADARES;PINTO;INGRESO;1985-01;1993-01
HP1;Magia;1993-01;605263;S;BLOQUEO POR NO INSCRIPCION;7819696;3;VAITIARE;HÉCTOR;CARVAJAL;ESTROZ;INGRESO;1993-01;1999-01
HP1;Magia;1994-01;443186;S;BLOQUEO POR NO INSCRIPCION;10058288;1;JEANETTE;ANTIL;GRASSI;SCHEEL;INGRESO;1994-01;1996-01
HP1;Magia;1997-01;367597;S;ALUMNO EGRESADO;17454918;4;MARSELLA;BRUNNELA;TRABUCCO;SAMPIERI;QUINTO AÑO- EGRESO;2001-01;2001-01
GH3;Magia;2009-01;408115;S;ALUMNO CON DEUDA MOROSA;22714853;2;DELIA;ZAIDA;CAMIRUAGA;PIFFARDI;INGRESO;2009-01;2009-02
HW1;Magia;2008-01;486825;N;Sin Bloqueo;24125239;5;IRENE;JARED;ENAKIHIE;BACCELIERE;QUINTO AÑO - EGRESO;2019-02;2019-02
HP1;Magia;1998-01;578275;S;ALUMNO EGRESADO;12270698;5;ASHLEY;AMAN;MILLAR;LYNCH;QUINTO AÑO- EGRESO;2004-02;2004-02
PH2;Magia;2014-01;615278;S;ALUMNO CON DEUDA MOROSA;4391099;3;COLOMBA;ORLANDO;RIASCOS;MONTECINO;INGRESO;2014-01;2014-01
HW1;Magia;2003-01;456345;S;ALUMNO EGRESADO;16596203;5;RENAN;NORA;ITURRIETA;GAMONAL;QUINTO AÑO - EGRESO;2008-02;2008-02
HP1;Magia;1983-01;381735;S;BLOQUEO POR NO INSCRIPCION;22103690;9;ABNER;JULIET;ROIG;SOUZA;INGRESO;1983-01;1990-01
HP1;Magia;2000-01;646286;S;BLOQUEO POR NO INSCRIPCION;13529139;0;CARMIÑA;GISLAHINE;VERANO;BOGANI;SEGUNDO AÑO;2002-01;2004-01
HP1;Magia;1991-01;589627;S;ALUMNO EGRESADO;8142705;4;ANITA;VAITIARE;MARIHÚAN;RIGUERO;INGRESO;1991-01;1997-01
HP1;Magia;1999-01;465156;S;CAMBIO DE PLAN O CARRERA;21842296;7;WILMA;ROCÍO;CESPEDES;SALDAÑA;INGRESO;1999-01;2000-01
HW1;Magia;1999-01;501342;S;BLOQUEO POR NO INSCRIPCION;17308315;7;ENIT;ABDON;ELIAS;GALAZ;INGRESO;1999-01;2001-01
HP1;Magia;1999-01;552155;S;BLOQUEO POR NO INSCRIPCION;22457205;1;DIANE;ETIENNE;LAZO;GUZMAN;SEGUNDO AÑO;2002-01;2005-01
HW2;Magia;2018-01;389968;N;Sin Bloqueo;18209087;K;YARITZA;HELEN;RAUFF;TOBAR;INGRESO;2018-01;2018-02
HP1;Magia;1996-01;394464;S;BLOQUEO POR NO INSCRIPCION;6693655;7;GISEL;BAHIRO;NESVARA;MARTEN;INGRESO;1996-01;1996-01
HP1;Magia;2000-01;599329;S;ALUMNO EGRESADO;12009033;7;NICOLS;EMELINA;AGUAYO;DONAIRE;SEGUNDO AÑO;2002-01;2005-02
HW1;Magia;2001-01;603425;S;BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION;12048308;0;KARINA;MARTHINA;BELTRAN;WIESE;INGRESO;2001-01;
HP1;Magia;1997-01;635572;S;ALUMNO EGRESADO;23382885;9;IVONNE;ALBÁN;DE LUCA;CHIANG;QUINTO AÑO- EGRESO;2002-01;2002-01
HP1;Magia;1993-01;621317;S;BLOQUEO POR NO INSCRIPCION;23815208;K;EDITH;EDGARRUY;LLANQUIHUEN;LAMAS;INGRESO;1993-01;1998-02
HP1;Magia;1994-01;400008;S;ALUMNO EGRESADO;8316219;6;ARACELLY;DIRCEN;PARRAO;THENOUX;CUARTO AÑO;1999-01;1999-02
HP1;Magia;1995-01;400884;S;ALUMNO EGRESADO;12319563;5;DICARLO;EDGARRUY;COPPA;NAVEAS;QUINTO AÑO- EGRESO;2000-01;2000-01
HP1;Magia;1997-01;590573;S;BLOQUEO POR NO INSCRIPCION;22457449;9;GRACE;HELLEN;SAN ANTONIO;DTI;INGRESO;1997-01;1999-01
HP1;Magia;1999-01;559099;N;Sin Bloqueo;11077371;9;SORAYA;YUBITZA;RUBI;BELTRAND;QUINTO AÑO- EGRESO;2005-02;2005-02
HW2;Magia;2006-01;460273;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;15680489;2;MICAL;ERICSON;MANTEROLA;ALBARRACÍN;INGRESO;2006-01;2008-02
PH2;Magia;2005-01;446026;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;18952204;1;ANALY;VALERIA;TUTELEERS;MARTUCELI;INGRESO;2005-01;2005-01
HP1;Magia;2002-01;390925;S;SUSPENSION DE ESTUDIOS;15132820;6;GIORGINA;PAULIN;QUINTEROS;VICTORIANO;INGRESO;2002-01;2003-01
HW1;Magia;2001-01;528361;N;Sin Bloqueo;6997099;1;SIMONE;DONKA;HOLMES;SOBARZO;QUINTO AÑO - EGRESO;2007-01;2007-01
HW2;Magia;2009-01;597178;N;Sin Bloqueo;7621046;2;FLAVIO;ALOUETTE;COÑUEN;RIVAS;10 SEMESTRE - EGRESO;2016-02;2016-02
HW1;Magia;2002-01;614323;S;BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION;21031783;0;YANKA;IVETT;PAÑEDA;MARTIN;INGRESO;2002-01;
HP1;Magia;1995-01;463899;S;BLOQUEO POR NO INSCRIPCION;18678731;7;SAMUEL;ROSALINDA;GILBERT;SLACHEVSKY;INGRESO;1995-01;1996-01
HP1;Magia;1991-01;596602;S;BLOQUEO POR NO INSCRIPCION;5723096;8;YARELA;AMADOR;KENDALL;PERALTA;INGRESO;1991-01;1998-01
HP1;Magia;1985-01;619793;N;Sin Bloqueo;6667374;K;AMIN;VERON;CAÑULEF;CALFULAF;INGRESO;1985-01;1991-01
HW2;Magia;2010-02;610643;S;BLOQUEO POR NO INSCRIPCION;17715944;2;MADELINE;ALBERTINA;AYARZA;LACROIX;INGRESO;2010-02;2010-02
HP1;Magia;1983-01;478781;S;ALUMNO EGRESADO;18472390;7;ORLAND;KATINA;OYANADER;ARANCIBIA;QUINTO AÑO- EGRESO;1991-01;1991-01
PH2;Magia;2007-01;466091;S;BLOQUEO POR NO INSCRIPCION;12925780;5;MARYALICE;HANANI;BERTERO;LUNA;INGRESO;2007-01;2007-02
HP1;Magia;1996-01;396731;S;ALUMNO EGRESADO;24910641;4;MAGNO;GASTON;MILLAQUEO;ELIZALDE;QUINTO AÑO- EGRESO;2001-01;2001-01
PH2;Magia;2007-01;416111;N;Sin Bloqueo;9998745;5;IVCA;ELISEO;LAZCANO;MONTIEL;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES;2018-02;2018-02
HW2;Magia;2011-01;566679;N;Sin Bloqueo;10501357;K;GICELLE;RAMAHASSE;CABIESES;ANGULO;10 SEMESTRE - EGRESO;2015-02;2015-02
HW2;Magia;2015-01;636642;S;ALUMNO CON DEUDA MOROSA;19354981;1;DENIZIA;YANARA;JIRÓN;CONTRERAS;INGRESO;2015-01;2015-01
HP1;Magia;2003-01;430783;S;BLOQUEO POR NO INSCRIPCION;5880800;8;FEDERICO;MUNIRA;PRUNES;ZAPATA;INGRESO;2003-01;2004-01
HP1;Magia;1989-01;548820;S;BLOQUEO POR NO INSCRIPCION;9329735;5;VANNEY;YOVANKA;VILLALOBOS;KAEMPFFER;INGRESO;1989-01;1989-01
HW2;Magia;2013-01;397283;S;SUSPENSION DE ESTUDIOS;18097537;0;CARMEN;RITA;MAGNA;QUILODRÁN;INGRESO;2013-01;2013-01
HP1;Magia;1993-01;535225;S;BLOQUEO POR NO INSCRIPCION;10236434;6;BRIAN;YERALDIN;ANICH;IBAR;INGRESO;1993-01;1999-02
HP1;Magia;1994-01;646167;S;ALUMNO EGRESADO;17953073;6;FARA;ANTONIA;BETHENCOURT;OSTOIC;INGRESO;1994-01;2000-01
HW1;Magia;2000-01;577327;S;BLOQUEO POR NO INSCRIPCION;9268144;K;JUANA;DELMAR;LARRAIN;GUAMÁN;INGRESO;2000-01;2000-02
HW1;Magia;2002-01;522440;S;BLOQUEO POR NO INSCRIPCION;10831157;K;ARLEN;DANNA;LARACH;LABBÉ;INGRESO;2002-01;2002-01
HP1;Magia;1998-01;389342;S;BLOQUEO POR NO INSCRIPCION;23954947;4;JURIS;BYRON;TOURREL;ALVARADO;SEGUNDO AÑO;2002-01;2003-01
HP1;Magia;1996-01;492645;S;BLOQUEO POR NO INSCRIPCION;21762864;5;AVELIN;LILIAN;MEJIA;REVILLA;INGRESO;1996-01;
HP1;Magia;1993-01;431217;S;BLOQUEO POR NO INSCRIPCION;14415426;5;LAUTARO;LAURA;LAMA;CORTINEZ;INGRESO;1993-01;1997-02
HW2;Magia;2017-01;603789;S;ALUMNO EGRESADO;12211368;0;SLOMITT;WALESKA;MORGADO;LARA;10 SEMESTRE - EGRESO;2021-02;2021-02
HW1;Magia;2003-01;553338;S;BLOQUEO POR NO INSCRIPCION;16227476;4;MARIALBA;THOMMAS;DE LA VEGA;LAFERTTE;INGRESO;2003-01;2003-02
HW2;Magia;2009-01;558197;S;ALUMNO CON DEUDA MOROSA;11815617;5;IBRAHIM;MAIKA;MOGGIA;TAVRYTZKY;INGRESO;2009-01;2009-01
HW1;Magia;2001-01;638373;S;BLOQUEO POR NO INSCRIPCION;25271872;K;SABINA;NIARUS;ÁVILA;ISUIZA;PRIMER AÑO;2002-01;2004-01
HP1;Magia;1985-01;495865;S;BLOQUEO POR NO INSCRIPCION;20471228;2;INGEBORD;YAMILA;JILES;BASTÍAS;INGRESO;1985-01;
HW2;Magia;2020-01;626112;N;Sin Bloqueo;22579889;6;FRANCCESCA;KARYN;MONTAÑO;MONTEALEGRE;5 SEMESTRE;2023-01;2023-02
HW1;Magia;2004-01;524610;S;ALUMNO LICENCIADO;17094283;5;ALDOGESU;BENJAM;LLEDO;RUSQUE;QUINTO AÑO - EGRESO;2007-01;2007-01
HW2;Magia;2012-01;477104;S;SUSPENSION DE ESTUDIOS;9695636;0;TRACY;POLETT;SANTIBANEZ;SARRIA;INGRESO;2012-01;2012-01
HP1;Magia;1999-01;391063;S;BLOQUEO POR NO INSCRIPCION;8492922;5;MARLENE;ILIAN;PARODI;MANTEROLA;INGRESO;1999-01;1999-02
HW2;Magia;2016-01;437702;S;BLOQUEO POR NO INSCRIPCION;15003180;5;CUSTODIO;ALEN;PASTRICOS;CAYO;INGRESO;2016-01;2016-01
HP1;Magia;1992-01;643409;S;BLOQUEO POR NO INSCRIPCION;6430367;9;MAURICI;YERSON;HUENTEMILLA;MARIMÁN;INGRESO;1992-01;1997-02
HP1;Magia;1997-01;407514;S;ALUMNO EGRESADO;6855767;2;ALISKA;HONORATO;MATURANA;RIVAL;INGRESO;1997-01;2002-02
HW2;Magia;2009-02;585327;S;ALUMNO CON DEUDA MOROSA;9188366;4;HILDA;BOLIVAR;KOHLE;ACEITON;1 SEMESTRE;2009-02;2010-01
GH3;Magia;2009-01;549116;N;Sin Bloqueo;6359269;8;MAURO;HORTENSIA;ADAROS;LA ROSA;INGRESO;2009-01;2009-01
HP1;Magia;1993-01;422216;S;ALUMNO EGRESADO;15978045;9;LUNA;MADELINE;RAU;CAROZZI;INGRESO;1993-01;1997-02
HP1;Magia;1993-01;423157;S;BLOQUEO POR NO INSCRIPCION;18491887;6;EMELINA;YASNA;MURGA;GAMONAL;INGRESO;1993-01;1993-01
GH3;Magia;2007-01;376053;N;Sin Bloqueo;18313753;3;GINO;MATHIAS;SOUSA;BOHORQUEZ;INGRESO;2007-01;2018-02
HW2;Magia;2006-01;468269;S;ALUMNO CON DEUDA MOROSA;20674704;6;ITALO;ARCELIA;CRISOSTOMO;ÓRDENES;5 SEMESTRE;2011-02;2011-02
HW1;Magia;2000-01;443395;S;BLOQUEO POR NO INSCRIPCION;7234822;1;STEVE;SINCLAIR;CANTUARIAS;OTÁROLA;INGRESO;2000-01;2000-02
HP1;Magia;1998-01;415296;S;BLOQUEO POR NO INSCRIPCION;14780897;4;SARA;EUNICE;LEFORT;HERMOSILLA;INGRESO;1998-01;1998-02
HW1;Magia;1983-01;620590;S;ALUMNO EGRESADO;7016099;6;PABLA;CINTHIA;HIRSCH;QUIAN;INGRESO;1983-01;2004-01
HP1;Magia;1991-01;555612;S;BLOQUEO POR NO INSCRIPCION;11943533;0;DORIS;DENNISE;TRAUB;RICCARDI;INGRESO;1991-01;1996-01
HW2;Magia;2013-01;438256;N;Sin Bloqueo;22641061;3;ALISON;ALFONSO;DOMIC;CAAMAÑO;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES;2021-02;2021-02
HW2;Magia;2011-01;550833;S;ALUMNO CON DEUDA MOROSA;25101386;K;YENNISSA;SEBASTIAN;REDOLFI;LAMUR;INGRESO;2011-01;2013-02
HW1;Magia;2002-01;387353;S;BLOQUEO POR NO INSCRIPCION;25187932;4;GISELLA;VESNA;GAHONA;CANELO;INGRESO;2002-01;2002-02
HP1;Magia;1985-01;371751;S;CAMBIO DE PLAN O CARRERA;5568878;2;AUREL;YULY;CORNEJO;NORAMBUENA;INGRESO;1985-01;1994-01
HW2;Magia;1985-01;465900;S;ALUMNO LICENCIADO;5541203;2;MICHEL;AÍDA;CHILCOVSKY;LOPEZ;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES;2011-01;2011-01
HW1;Magia;2000-01;431392;S;ALUMNO CON DEUDA MOROSA;24527299;7;GISEL;ALFONSINA;MERINO;JOFRÉ;INGRESO;2000-01;2009-01
HP1;Magia;1991-01;573589;S;BLOQUEO POR NO INSCRIPCION;16632154;3;HORACIO;YEXALEN;DUBÓ;ESPEJO;INGRESO;1991-01;1996-02
HP1;Magia;1995-01;410837;S;ALUMNO EGRESADO;20602022;7;RAIMUNDO;AILEN;GREZ;VIO;QUINTO AÑO- EGRESO;2000-01;2000-01
HW1;Magia;2000-01;579410;S;BLOQUEO POR NO INSCRIPCION;14906327;K;MARIA-BELEN;RONNIE;VON BISCHOFFSHAUSEN;ABANTO;PRIMER AÑO;2001-01;2003-01
HW1;Magia;2008-02;393827;N;Sin Bloqueo;24233686;7;SIGRID;CRISTI;TORREALBA;PIEDRABUENA;QUINTO AÑO - EGRESO;2009-01;2009-02
HP1;Magia;1992-01;607515;S;BLOQUEO POR NO INSCRIPCION;10746388;6;ALMENDRA;ESTIBALIZ;VILLAGRA;MAC-INNES;INGRESO;1992-01;1997-02
HW2;Magia;2008-02;584035;S;ALUMNO EGRESADO;25341473;K;ERIKSON;OSMAR;HUICHAQUEO;VILLAGRAN;10 SEMESTRE - EGRESO;2022-02;2022-02
HP1;Magia;1997-01;457511;S;ALUMNO EGRESADO;12968457;8;MARIANGEL;JARIEL;VILO;IRARRÁZABAL;INGRESO;1997-01;2001-01
HP1;Magia;1989-01;376609;S;ALUMNO EGRESADO;10941018;1;INGRID;DHAFNA;ARTEAGA;NIETO;QUINTO AÑO- EGRESO;1998-01;1998-01
HP1;Magia;1995-01;403839;S;BLOQUEO POR NO INSCRIPCION;17314887;0;EDO.;ORIEL;LEVA;TARRAGO;INGRESO;1995-01;1997-01
HW2;Magia;2005-02;456188;N;Sin Bloqueo;5590379;2;URZULA;IVONN;CONSTENLA;VÉLIZ;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES;2020-01;2020-01
HP1;Magia;1998-01;428346;S;BLOQUEO POR NO INSCRIPCION;14328528;4;KURT;TRACY;LAGOS;GELDES;PRIMER AÑO;2000-01;2002-02
PH2;Magia;2008-01;571131;N;Sin Bloqueo;25078127;1;NICANOR;CRISTIAN;AREYUNA;LABRA;1 SEMESTRE;2008-01;2008-02
HP1;Magia;1987-01;557798;S;ALUMNO EGRESADO;12179170;4;JAMILETT;AND.;AULESTIA;CASSANELLO;SEGUNDO AÑO;1989-01;1993-01
HW2;Magia;2007-01;470636;S;SUSPENSION DE ESTUDIOS;7925821;2;PHILIP;ELOY;JARA;ESCRICH;1 SEMESTRE;2007-01;2008-01
HW2;Magia;2023-01;619356;N;Sin Bloqueo;8158654;K;FRANCISCO;KENIA;CATALAN;MEJÍA;2 SEMESTRE;2024-01;2024-02
HW1;Magia;2008-02;450826;S;ALUMNO EGRESADO;23738231;K;BRANCO;RORI;GILLIBRAND;SEREY;QUINTO AÑO - EGRESO;2009-01;2009-01
HW2;Magia;2015-01;629636;S;BLOQUEO POR NO INSCRIPCION;22326410;4;JOAN;ELEONOR;HIRCASH;VILLAMAN;INGRESO;2015-01;2015-01
HW2;Magia;2006-02;545441;S;BLOQUEO POR NO INSCRIPCION;6801694;5;SHAMIRA;THIOGO;CASA;BREVIS;INGRESO;2006-02;2006-02
HP1;Magia;1985-01;579566;S;BLOQUEO POR NO INSCRIPCION;11948021;7;ABRAH;LIORT;LAFLOR;CASANOVA;INGRESO;1985-01;1997-02
HW2;Magia;2006-01;559253;N;Sin Bloqueo;17472858;K;MILDRED;ANTHUARD;DECEBAL-CUZA;MAURE;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES;2022-01;2022-01
HP1;Magia;1987-01;528809;S;BLOQUEO POR NO INSCRIPCION;9143747;K;JUANJOSE;EYLINE;MALAMUD;FABA;SEGUNDO AÑO;1990-01;1992-02
HP1;Magia;1995-01;454968;S;BLOQUEO POR NO INSCRIPCION;13303942;9;STEFANO;DAN;SALVADO;MONTEALEGRE;PRIMER AÑO;1998-02;2001-02
HP1;Magia;1995-01;511023;S;CAMBIO DE PLAN O CARRERA;14203079;7;ELISABETH;AMAPOLA;CASTILLA;BALBONTÌN;INGRESO;1995-01;1998-02
HW2;Magia;2014-01;453460;S;ALUMNO LICENCIADO;14991559;3;ANAMARIA;BRUNNELA;FRUTTERO;TOSSO;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES;2019-02;2019-02
HP1;Magia;1996-01;445693;S;ALUMNO EGRESADO;13878582;9;MATHIAS;PEGGY;HIPP;JAUREGUI;INGRESO;1996-01;1999-02
HP1;Magia;1994-01;470108;S;BLOQUEO POR NO INSCRIPCION;24329652;5;MELVYN;GABY;MELLER;DOUGNAC;INGRESO;1994-01;2003-02
HP1;Magia;1992-01;616472;S;BLOQUEO POR NO INSCRIPCION;8666243;5;GEOVANNI;YARISKA;CLEMENTI;VIGOUROUX;INGRESO;1992-01;1997-02
HP1;Magia;1985-01;435715;S;BLOQUEO POR NO INSCRIPCION;12405409;2;SIDNEY;DELOURDES;VIDEKA;PEYRIN;INGRESO;1985-01;1997-01
HP1;Magia;1992-01;611434;S;BLOQUEO POR NO INSCRIPCION;23260762;1;ILICH;MAKARENA;RAVENNA;SUAREZ;INGRESO;1992-01;1997-02
HP1;Magia;2004-01;539663;S;ALUMNO EGRESADO;23800896;4;ABDON;KATERINE;BEJAR;PAZOS;QUINTO AÑO- EGRESO;2006-02;2006-02
HW1;Magia;2004-01;644557;S;CAMBIO DE PLAN O CARRERA;24483089;4;MALENA;EMMANUEL;HAMATI;ASTORGA;TERCER AÑO;2004-01;2004-01
HP1;Magia;1994-01;401048;S;BLOQUEO POR NO INSCRIPCION;21532307;7;DELZI;MACARIO;MONTALVA;MERELLO;INGRESO;1994-01;1996-02
HW2;Magia;2010-01;544580;S;ALUMNO CON DEUDA MOROSA;17248534;7;TOMÁS;CHRISS;KREMERMAN;.;INGRESO;2010-01;2010-01
HP1;Magia;1994-01;456105;S;BLOQUEO POR NO INSCRIPCION;21935083;8;ESCARLETH;IRVING;VILLAROEL;SIEVERS;INGRESO;1994-01;1999-01
HW1;Magia;2004-01;482523;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;17309276;0;SEBASTIA;BRILLITTE;ROCHET;VILLABLANCA;INGRESO;2004-01;2004-02
HP1;Magia;2000-01;441327;S;BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION;20292653;1;ANDREINA;NIBALDO;CABAÑAS;LESSER;INGRESO;2000-01;
HP1;Magia;1996-01;641756;S;ALUMNO EGRESADO;20980129;0;JEANETTE;PEDRO;MENDEZ;CEREÑO;QUINTO AÑO- EGRESO;2000-02;2000-02
HP1;Magia;1986-01;519806;S;ALUMNO EGRESADO;9568845;8;NATHALIE;JUNIA;PUENTES;SPIESS;SEGUNDO AÑO;1989-01;1993-01
HW1;Magia;2001-01;450357;S;ALUMNO EGRESADO;10441193;1;KAROLINA;GIANCARLO;ERQUINIGO;SLEMAN;QUINTO AÑO - EGRESO;2005-01;2005-01
HW2;Magia;2007-01;375570;S;ALUMNO CON DEUDA MOROSA;10420845;9;DARLENE;SUILAN;EMHART;JILBERTO;INGRESO;2007-01;2007-02
HP1;Magia;1994-01;509161;S;BLOQUEO POR NO INSCRIPCION;18552530;0;CATERINA;VANNIA;OLEA;VICUÑA;INGRESO;1994-01;1999-01
HP1;Magia;1987-01;406640;S;BLOQUEO POR NO INSCRIPCION;5735007;4;GIEZI;DALMA;CURÍN;LANCANAO;INGRESO;1987-01;1996-01
HW2;Magia;2019-01;493046;N;Sin Bloqueo;17719234;8;ENRIQU;CAMILA;OTAROLA;PARRA;INGRESO;2019-01;2019-01
GH1;Magia;2003-01;651039;S;BLOQUEO POR NO INSCRIPCION;4182662;2;NAYYATT;SOFÍA;HUITRAIÑAN;ABELEIDA;QUINTO AÑO - EGRESO;2008-01;2008-01
HW1;Magia;2000-01;435388;S;BLOQUEO POR NO INSCRIPCION;6483462;0;PATRIC;VERON;MAUREIRA;OTÁROLA;INGRESO;2000-01;2000-02
HP1;Magia;1996-01;369742;S;ALUMNO EGRESADO;12075218;7;ANAEL;STANKO;PRANAO;CABIESES;QUINTO AÑO- EGRESO;2000-01;2000-01
HP1;Magia;1996-01;594630;S;BLOQUEO POR NO INSCRIPCION;20915316;8;DEISSI;AHIRAM;BEYER;LLANCANAO;INGRESO;1996-01;1996-02
HP1;Magia;1991-01;530477;S;BLOQUEO POR NO INSCRIPCION;25863497;5;ORSON;RODRI;CASA;COSSIO;INGRESO;1991-01;1996-01
HP1;Magia;1988-01;429642;S;BLOQUEO POR NO INSCRIPCION;19578616;2;JARIEL;GASPAR;AVILA;VILO;INGRESO;1988-01;1998-01
HW1;Magia;2002-01;517334;S;ALUMNO EGRESADO;14268086;9;RAÙL;KARIME;FRAILE;AMÉSTICA;QUINTO AÑO - EGRESO;2008-01;2008-01
HW1;Magia;2006-01;383708;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;21092434;8;ESTEFHANI;IGOR;ASTUDILLO;MIRALLES;INGRESO;2006-01;2006-01
PH2;Magia;2006-01;596045;S;ALUMNO CON DEUDA MOROSA;7688082;3;ANTARES;YAZMIN;MOGLIA;LARGO;INGRESO;2006-01;2006-02
HW1;Magia;2001-01;457375;S;BLOQUEO POR NO INSCRIPCION;8391745;9;NICOLÁS;ISRAEL;O'RYAN;RUBILAR;INGRESO;2001-01;2001-01
HP1;Magia;1996-01;651614;S;BLOQUEO POR NO INSCRIPCION;23489433;6;YOSSELIN;ROLANDO;AUGOSTO;SINOVCIC;INGRESO;1996-01;1998-01
HW2;Magia;2008-01;594765;N;Sin Bloqueo;16977229;3;ARCHIVALDO;EVAR;HERNADEZ;LIN;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES;2019-02;2019-02
HW1;Magia;2004-01;559588;N;Sin Bloqueo;19137481;0;TANYA;WALDO;URRELO;FAJARDO;QUINTO AÑO - EGRESO;2010-01;2010-01
HP1;Magia;1984-01;499850;S;BLOQUEO POR NO INSCRIPCION;15865295;6;ILYCH;HENRY;THIELE;TAVRA;INGRESO;1984-01;1995-02
HW1;Magia;2008-01;396810;S;ALUMNO LICENCIADO;24555091;0;GRACIELA;MATHIAS;DANERI;PLACENCIA;QUINTO AÑO - EGRESO;2009-01;2009-01
HP1;Magia;1985-01;493473;S;ALUMNO EGRESADO;5974935;5;PAZ;RONEY;ESPÍNDOLA;HIRANE;QUINTO AÑO- EGRESO;1996-01;1996-01
HP1;Magia;1984-01;484755;S;ALUMNO EGRESADO;11390271;4;HELGA;SHANNEN;TOSSO;MUÑIZ;QUINTO AÑO- EGRESO;2002-01;2002-01
HP1;Magia;1999-01;639016;S;ALUMNO EGRESADO;23645306;8;JASMINA;YANINA;ARRATIA;VINALES;CUARTO AÑO;2002-01;2003-01
HP1;Magia;1989-01;610432;S;BLOQUEO POR NO INSCRIPCION;7435416;6;BERNABE;CLENARDO;SPAUDO;WISNIA;QUINTO AÑO- EGRESO;1998-01;1999-01
HP1;Magia;1985-01;427770;N;Sin Bloqueo;9071572;1;IRENE;DAISY;GRANADOS;ACEITON;INGRESO;1985-01;1991-01
HW1;Magia;2004-01;553544;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;11708766;7;JEANS;BERTA;SAPIAINS;COPEL;PRIMER AÑO;2004-02;2006-01
HP1;Magia;1995-01;460939;S;ALUMNO EGRESADO;4173487;9;EDSON;RAFAEL;CASONI;RUMINOT;PRIMER AÑO;1997-01;1999-02
HW2;Magia;2006-01;391357;S;SUSPENSION DE ESTUDIOS;9259163;8;JESSIPEL;PAULA;MOGGIA;ALMENDARES;INGRESO;2006-01;2006-01
GH1;Magia;2003-01;625062;S;BLOQUEO POR NO INSCRIPCION;20763291;7;KURT;KATTYA;MARCONI;COLIN;INGRESO;2003-01;2003-02
HP1;Magia;1991-01;649598;S;BLOQUEO POR NO INSCRIPCION;19097100;5;JULIET;EUSEB;CURIHUINCA;YUS;INGRESO;1991-01;1997-02
HP1;Magia;1991-01;403584;S;ALUMNO CON DEUDA MOROSA;24089206;2;KEPLER;HAYLIN;BILICIC;XESS;INGRESO;1991-01;1996-01
HW2;Magia;1991-01;539861;S;BLOQUEO POR NO INSCRIPCION;8943400;2;ANTONIO;PAULA;MATAMALA;JORDANA;INGRESO;2017-01;2017-01
HP1;Magia;1993-01;486287;S;ALUMNO EGRESADO;25601796;6;GRISEL;MORGAN;PICHARA;YASIN;INGRESO;1993-01;2000-01
HW1;Magia;2001-01;374366;N;Sin Bloqueo;17407701;1;TATIANA;FIDEL;PÁEZ;DERAMOND;INGRESO;2001-01;2007-01
HW2;Magia;2005-01;493149;S;BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION;4165862;0;KIAYRA;SELENE;ARROYUELO;ARISMENDI;INGRESO;2005-01;
GH3;Magia;2009-01;615112;S;ALUMNO CON DEUDA MOROSA;7305105;7;GUIDO;MICHELL;VERDEJO;GARMENDIA;INGRESO;2009-01;
HW1;Magia;2003-01;484349;S;BLOQUEO POR NO INSCRIPCION;5837511;5;SUSANA;DELRO;BIERE;DROGUETT;INGRESO;2003-01;2003-01
HW2;Magia;2010-01;467552;S;ALUMNO CON DEUDA MOROSA;23816820;1;LADY;KAREM;COSGROVE;HUALA;INGRESO;2010-01;
HW2;Magia;2008-02;480015;S;ALUMNO EGRESADO;14671792;6;BRAYAN;DANILO;ROSERO;LIVINO DE CARVALHO;10 SEMESTRE - EGRESO;2023-02;2023-02
